CUST_ID|CUST_FIRST_NAME|CUST_LAST_NAME|CUST_GENDER|CUST_YEAR_OF_BIRTH|CUST_MARITAL_STATUS|CUST_STREET_ADDRESS|CUST_POSTAL_CODE|CUST_CITY|CUST_CITY_ID|CUST_STATE_PROVINCE|CUST_STATE_PROVINCE_ID|COUNTRY_ID|CUST_MAIN_PHONE_NUMBER|CUST_INCOME_LEVEL|CUST_CREDIT_LIMIT|CUST_EMAIL|CUST_TOTAL|CUST_TOTAL_ID|CUST_SRC_ID|CUST_EFF_FROM|CUST_EFF_TO|CUST_VALID
48862|Bob|Mahood|M|1967||27 West Windham Boulevard|46413|Belfast City|51175|Northern Ireland - County Antr|52686|52789|687-362-8941|C: 50,000 - 69,999|9000|Mahood@company.com|Customer total|52772||01/01/98||I
2418|Bob|Mahood|M|1949|married|37 East Macon Street|66437|Asten|51075|Noord-Brabant|52682|52770|320-472-5493|C: 50,000 - 69,999|1500|Mahood@company.com|Customer total|52772||01/01/98||I
5973|Bob|Mahood|M|1970||47 Bennington Road|40365|Tralee|52379|Kerry|52637|52772|616-474-1936|C: 50,000 - 69,999|7000|Mahood@company.com|Customer total|52772||01/01/98||I
9528|Bob|Mahood|M|1963||47 North Oceana Road|57929|Heilbronn|51656|Baden-Wuerttemberg|52559|52776|671-309-3665|C: 50,000 - 69,999|9000|Mahood@company.com|Customer total|52772||01/01/98||I
13084|Bob|Mahood|M|1939|married|57 West Cidra Drive|63627|Keighley|51722|England - West Yorkshire|52594|52789|272-708-6247|C: 50,000 - 69,999|1500|Mahood@company.com|Customer total|52772||01/01/98||I
16640|Bob|Mahood|M|1954||67 Republic Avenue|31583|Didcot|51386|England - Oxfordshire|52592|52789|626-296-7158|C: 50,000 - 69,999|7000|Mahood@company.com|Customer total|52772||01/01/98||I
20195|Bob|Mahood|M|1981||67 South Falls Avenue|80841|Wolverhampton|52514|England - West Midlands|52593|52789|334-654-4158|C: 50,000 - 69,999|9000|Mahood@company.com|Customer total|52772||01/01/98||I
23751|Bob|Mahood|M|1972|married|77 West Sullivan Avenue|34216|Murnau|51934|Bayern|52561|52776|226-362-8227|C: 50,000 - 69,999|1500|Mahood@company.com|Customer total|52772||01/01/98||I
27306|Bob|Mahood|M|1960||87 East Humboldt Avenue|72059|Los Angeles|51806|CA|52567|52790|206-472-6302|C: 50,000 - 69,999|7000|Mahood@company.com|Customer total|52772||01/01/98||I
30861|Bob|Mahood|M|1926||87 South Windham Avenue|38082|Greenwich|51591|England - Greater London|52589|52789|647-474-5443|C: 50,000 - 69,999|11000|Mahood@company.com|Customer total|52772||01/01/98||I
34418|Bob|Mahood|M|1973|married|97 North Macon Avenue|53086|San Mateo|52290|CA|52567|52790|437-309-7920|C: 50,000 - 69,999|1500|Mahood@company.com|Customer total|52772||01/01/98||I
36195|Bob|Zimmerman|M|1933||107 Falls Avenue|40804|Badalona|51158|Barcelona|52560|52778|162-362-1612|C: 50,000 - 69,999|9000|Zimmerman@company.com|Customer total|52772||01/01/98||I
39750|Bob|Zimmerman|M|1952|married|107 North Sullivan Avenue|39318|Torrevieja|52374|Alicante|52544|52778|430-472-3878|C: 50,000 - 69,999|1500|Zimmerman@company.com|Customer total|52772||01/01/98||I
43306|Bob|Zimmerman|M|1925||117 West Humboldt Avenue|38082|Greenwich|51591|England - Greater London|52589|52789|580-474-6184|C: 50,000 - 69,999|9000|Zimmerman@company.com|Customer total|52772||01/01/98||I
26258|Bob|Zimmerman|M|1938||17 West Oceana Court|67843|Arbuckle|51069|CA|52567|52790|617-474-4743|C: 50,000 - 69,999|9000|Zimmerman@company.com|Customer total|52772||01/01/98||I
47084|Bob|Zimmerman|M|1939|married|27 East Cidra Boulevard|63736|Killarney|51728|Kerry|52637|52772|390-309-2891|C: 50,000 - 69,999|1500|Zimmerman@company.com|Customer total|52772||01/01/98||I
50639|Bob|Zimmerman|M|1940||27 South Republic Boulevard|31933|Barcelona|51164|Barcelona|52560|52778|632-708-1593|C: 50,000 - 69,999|7000|Zimmerman@company.com|Customer total|52772||01/01/98||I
4195|Bob|Zimmerman|M|1936||37 North Falls Street|41847|Edgewood|51443|KY|52632|52790|165-296-6006|C: 50,000 - 69,999|9000|Zimmerman@company.com|Customer total|52772||01/01/98||A
7751|Bob|Zimmerman|M|1978|married|47 East Sullivan Road|44581|Moerdijk|51916|Noord-Brabant|52682|52770|295-654-5649|C: 50,000 - 69,999|1500|Zimmerman@company.com|Customer total|52772||01/01/98||I
14872|Brady|Rusk|M|1946|single|57 North Worth Drive|69325|Godwin|51585|NC|52664|52790|426-417-9406|G: 130,000 - 149,999|5000|Rusk@company.com|Customer total|52772||01/01/98||I
18427|Brady|Rusk|M|1948|married|67 West Marathon Avenue|63507|Erding|51454|Bayern|52561|52776|586-660-6522|G: 130,000 - 149,999|7000|Rusk@company.com|Customer total|52772||01/01/98||I
49002|Brady|Rusk|M|1960||7 South Big Horn Circle|47996|Oran|52035|MO|52657|52790|620-417-5978|G: 130,000 - 149,999|10000|Rusk@company.com|Customer total|52772||01/01/98||I
21982|Brady|Rusk|M|1943||77 East Big Horn Avenue|49478|Bedford|51173|IA|52618|52790|413-601-4355|G: 130,000 - 149,999|15000|Rusk@company.com|Customer total|52772||01/01/98||I
25539|Brady|Rusk|M|1948|single|77 South Oneida Avenue|58591|Relecq-Kerhuon|52162|Brittany|52565|52779|354-365-4338|G: 130,000 - 149,999|5000|Rusk@company.com|Customer total|52772||01/01/98||I
29094|Brady|Rusk|M|1947|married|87 North Clearwater Avenue|75824|Rhineland|52165|MO|52657|52790|286-256-3574|G: 130,000 - 149,999|7000|Rusk@company.com|Customer total|52772||01/01/98||I
32649|Brady|Rusk|M|1962||97 East Riverside Avenue|46567|Union City|52407|IN|52621|52790|315-124-4439|G: 130,000 - 149,999|10000|Rusk@company.com|Customer total|52772||01/01/98||I
36206|Brand|Dade|M|1946||107 Foothill Avenue|66851|Schweinfurt|52301|Bayern|52561|52776|210-337-4216|F: 110,000 - 129,999|7000|Dade@company.com|Customer total|52772||01/01/98||I
39761|Brand|Dade|M|1962|single|107 North Tahoe Avenue|52111|Wrightsboro|52516|NC|52664|52790|573-760-1015|F: 110,000 - 129,999|9000|Dade@company.com|Customer total|52772||01/01/98||I
43317|Brand|Dade|M|1968|married|117 West Iron Avenue|57459|Pageland|52100|SC|52722|52790|209-242-3193|F: 110,000 - 129,999|1500|Dade@company.com|Customer total|52772||01/01/98||I
26369|Brand|Dade|M|1957||17 West Onondaga Court|73370|Lamar|51785|NE|52666|52790|202-242-9608|F: 110,000 - 129,999|7000|Dade@company.com|Customer total|52772||01/01/98||I
47095|Brand|Dade|M|1984|single|27 East Clinton Boulevard|80040|Alsen|51060|ND|52665|52790|313-637-3179|F: 110,000 - 129,999|9000|Dade@company.com|Customer total|52772||01/01/98||I
50650|Brand|Dade|M|1975|married|27 South Roane Boulevard|64759|New Hartford|51979|NY|52679|52790|176-378-4832|F: 110,000 - 129,999|1500|Dade@company.com|Customer total|52772||01/01/98||I
4206|Brand|Dade|M|1963||37 North Foothill Street|49027|Ozan|52043|AR|52540|52790|364-237-8610|F: 110,000 - 129,999|7000|Dade@company.com|Customer total|52772||01/01/98||A
7762|Brand|Dade|M|1938|single|47 East Tahoe Road|54249|Belmont, MI|51177|MI|52654|52790|331-742-2658|F: 110,000 - 129,999|9000|Dade@company.com|Customer total|52772||01/01/98||A
11317|Brand|Dade|M|1976|married|57 Iron Drive|89000|Wadsworth|52491|NV|52678|52790|255-337-2645|F: 110,000 - 129,999|1500|Dade@company.com|Customer total|52772||01/01/98||I
14873|Brand|Dade|M|1946||57 North Wright Drive|86419|Saint-Briac-sur-Mer|52280|Brittany|52565|52779|244-760-4029|F: 110,000 - 129,999|7000|Dade@company.com|Customer total|52772||01/01/98||I
18428|Brand|Dade|M|1948|single|67 West Maries Avenue|76071|Lavallette|51789|NJ|52670|52790|488-242-4352|F: 110,000 - 129,999|9000|Dade@company.com|Customer total|52772||01/01/98||I
49113|Brand|Dade|M|1948|married|7 South Bingham Circle|47996|Oran|52035|MO|52657|52790|376-760-1732|F: 110,000 - 129,999|1500|Dade@company.com|Customer total|52772||01/01/98||I
21983|Brand|Dade|M|1943|married|77 East Bingham Avenue|49478|Bedford|51173|IA|52618|52790|653-637-5030|F: 110,000 - 129,999|1500|Dade@company.com|Customer total|52772||01/01/98||I
25540|Brand|Dade|M|1977||77 South Onondaga Avenue|58591|Relecq-Kerhuon|52162|Brittany|52565|52779|336-378-4592|F: 110,000 - 129,999|7000|Dade@company.com|Customer total|52772||01/01/98||I
29095|Brand|Dade|M|1948|single|87 North Clinton Avenue|56327|Stamford|52324|NE|52666|52790|535-237-7865|F: 110,000 - 129,999|9000|Dade@company.com|Customer total|52772||01/01/98||I
32650|Brand|Dade|M|1949|married|97 East Roane Avenue|47545|Smyrna|52317|NY|52679|52790|554-742-4251|F: 110,000 - 129,999|1500|Dade@company.com|Customer total|52772||01/01/98||I
37984|Brand|Kelleher|M|1943|married|107 West Bingham Avenue|43209|Aix-en-Provence|51046|Provence-Alpes-Cote d'Azur|52701|52779|473-378-3316|F: 110,000 - 129,999|1500|Kelleher@company.com|Customer total|52772||01/01/98||I
41539|Brand|Kelleher|M|1961||117 Onondaga Avenue|32614|Laluz|51784|NM|52671|52790|523-237-3031|F: 110,000 - 129,999|7000|Kelleher@company.com|Customer total|52772||01/01/98||I
45094|Brand|Kelleher|M|1980|single|117 South Clinton Avenue|75704|Saint-Emilion|52282|Aquitaine|52548|52779|147-742-6063|F: 110,000 - 129,999|9000|Kelleher@company.com|Customer total|52772||01/01/98||I
8591|Brand|Kelleher|M|1958|single|17 Tahoe Court|69552|Kassel|51719|Hessen|52617|52776|642-237-9197|F: 110,000 - 129,999|9000|Kelleher@company.com|Customer total|52772||01/01/98||I
44146|Brand|Kelleher|M|1953|married|17 South Iron Court|60994|Elba|51447|MN|52656|52790|134-742-3137|F: 110,000 - 129,999|1500|Kelleher@company.com|Customer total|52772||01/01/98||I
48873|Brand|Kelleher|M|1959||27 West Wright Boulevard|61675|Vanleer|52434|TN|52744|52790|140-337-6499|F: 110,000 - 129,999|7000|Kelleher@company.com|Customer total|52772||01/01/98||I
2429|Brand|Kelleher|M|1941|single|37 East Maries Street|70214|Kiel|51727|Schleswig-Holstein|52736|52776|283-760-1524|F: 110,000 - 129,999|9000|Kelleher@company.com|Customer total|52772||01/01/98||A
5984|Brand|Kelleher|M|1978|married|47 Bingham Road|56047|Accomac|51044|VA|52751|52790|436-242-8700|F: 110,000 - 129,999|1500|Kelleher@company.com|Customer total|52772||01/01/98||I
9539|Brand|Kelleher|M|1979||47 North Onondaga Road|61449|Ulm|52406|Baden-Wuerttemberg|52559|52776|683-637-1073|F: 110,000 - 129,999|7000|Kelleher@company.com|Customer total|52772||01/01/98||I
13095|Brand|Kelleher|M|1942|single|57 West Clinton Drive|35679|Coburg|51335|Bayern|52561|52776|428-378-1696|F: 110,000 - 129,999|9000|Kelleher@company.com|Customer total|52772||01/01/98||I
16651|Brand|Kelleher|M|1955|married|67 Roane Avenue|65681|Nantes|51973|Pays de la Loire|52699|52779|375-237-7263|F: 110,000 - 129,999|1500|Kelleher@company.com|Customer total|52772||01/01/98||I
20206|Brand|Kelleher|M|1937||67 South Foothill Avenue|86189|North Perry|51993|OH|52688|52790|579-742-3698|F: 110,000 - 129,999|7000|Kelleher@company.com|Customer total|52772||01/01/98||I
23762|Brand|Kelleher|M|1945|single|77 West Tahoe Avenue|67723|Frankfurt am Main|51517|Hessen|52617|52776|450-337-4247|F: 110,000 - 129,999|9000|Kelleher@company.com|Customer total|52772||01/01/98||I
27317|Brand|Kelleher|M|1947|married|87 East Iron Avenue|66922|Issy-les-Moulineaux|51682|Ile-de-France|52623|52779|658-760-4931|F: 110,000 - 129,999|1500|Kelleher@company.com|Customer total|52772||01/01/98||I
30872|Brand|Kelleher|M|1939||87 South Wright Avenue|81853|Mandelieu la Napoule|51897|Provence-Alpes-Cote d'Azur|52701|52779|195-242-6035|F: 110,000 - 129,999|7000|Kelleher@company.com|Customer total|52772||01/01/98||I
34429|Brand|Kelleher|M|1944|single|97 North Maries Avenue|51815|Canaseraga|51308|NY|52679|52790|508-637-8324|F: 110,000 - 129,999|9000|Kelleher@company.com|Customer total|52772||01/01/98||I
35327|Bridget|Dowling|M|1975|married|97 South Jasper Avenue|46864|Lauret|51788|Languedoc-Roussillon|52645|52779|151-726-4746|E: 90,000 - 109,999|5000|Dowling@company.com|Customer total|52772||01/01/98||I
37105|Bridget|Lesley|M|1939||107 East Colorado Avenue|48346|Noma|51985|FL|52595|52790|657-230-7163|E: 90,000 - 109,999|3000|Lesley@company.com|Customer total|52772||01/01/98||I
40660|Bridget|Lesley|M|1954|married|107 South Routt Avenue|71750|Salthill|52287|Galway|52608|52772|591-548-1536|E: 90,000 - 109,999|5000|Lesley@company.com|Customer total|52772||01/01/98||I
44215|Bridget|Lesley|M|1933||117 North Fulton Avenue|85858|Karlsruhe|51718|Baden-Wuerttemberg|52559|52776|435-648-6042|E: 90,000 - 109,999|10000|Lesley@company.com|Customer total|52772||01/01/98||I
35358|Bridget|Lesley|M|1944||17 North Mason Court|77076|Cantoria|51312|Almeria|52545|52778|599-648-5206|E: 90,000 - 109,999|3000|Lesley@company.com|Customer total|52772||01/01/98||I
47994|Bridget|Lesley|M|1943|married|27 West Bollinger Boulevard|64852|Helmond|51657|Noord-Brabant|52682|52770|243-726-9963|E: 90,000 - 109,999|5000|Lesley@company.com|Customer total|52772||01/01/98||I
1550|Bridget|Lesley|M|1946||37 Otero Street|82590|Warstein|52497|Nordrhein-Westfalen|52684|52776|669-662-2937|E: 90,000 - 109,999|10000|Lesley@company.com|Customer total|52772||01/01/98||A
5105|Bridget|Lesley|M|1942||37 South Colorado Street|75917|Molino|51917|FL|52595|52790|633-371-1725|E: 90,000 - 109,999|3000|Lesley@company.com|Customer total|52772||01/01/98||A
8660|Bridget|Lesley|M|1980|married|47 West Routt Road|61035|Ferrals-les-Montagnes|51502|Languedoc-Roussillon|52645|52779|673-588-5501|E: 90,000 - 109,999|5000|Lesley@company.com|Customer total|52772||01/01/98||I
12217|Bridget|Lesley|M|1955||57 East Fulton Drive|67843|Arbuckle|51069|CA|52567|52790|418-230-7573|E: 90,000 - 109,999|10000|Lesley@company.com|Customer total|52772||01/01/98||I
15772|Bridget|Lesley|M|1957||57 South Tehama Drive|63736|Killarney|51728|Kerry|52637|52772|291-548-7314|E: 90,000 - 109,999|3000|Lesley@company.com|Customer total|52772||01/01/98||I
19327|Bridget|Lesley|M|1952|married|67 North Jasper Avenue|31933|Barcelona|51164|Barcelona|52560|52778|250-648-9844|E: 90,000 - 109,999|5000|Lesley@company.com|Customer total|52772||01/01/98||I
49802|Bridget|Lesley|M|1953||7 South Yavapai Circle|78558|Los Angeles|51806|CA|52567|52790|584-548-1540|E: 90,000 - 109,999|10000|Lesley@company.com|Customer total|52772||01/01/98||I
22882|Bridget|Lesley|M|1958||77 East Yavapai Avenue|41847|Edgewood|51443|KY|52632|52790|453-726-8243|E: 90,000 - 109,999|10000|Lesley@company.com|Customer total|52772||01/01/98||I
26438|Bridget|Lesley|M|1937||87 Mason Avenue|51080|Stein|52325|Limburg|52646|52770|634-662-7883|E: 90,000 - 109,999|3000|Lesley@company.com|Customer total|52772||01/01/98||I
29994|Bridget|Lesley|M|1977|married|87 South Bollinger Avenue|55296|Clifton|51332|England - Avon|52588|52789|514-371-8416|E: 90,000 - 109,999|5000|Lesley@company.com|Customer total|52772||01/01/98||I
33549|Bridget|Lesley|M|1978||97 West Otero Avenue|72860|Koeln|51735|Nordrhein-Westfalen|52684|52776|409-588-9140|E: 90,000 - 109,999|10000|Lesley@company.com|Customer total|52772||01/01/98||I
36216|Bridget|Yates|M|1964||107 Fulton Avenue|34216|Murnau|51934|Bayern|52561|52776|146-371-9561|E: 90,000 - 109,999|10000|Yates@company.com|Customer total|52772||01/01/98||I
39771|Bridget|Yates|M|1981||107 North Tehama Avenue|61189|Evinston|51459|FL|52595|52790|517-588-1460|E: 90,000 - 109,999|3000|Yates@company.com|Customer total|52772||01/01/98||I
43327|Bridget|Yates|M|1950|married|117 West Jasper Avenue|48346|Noma|51985|FL|52595|52790|274-230-8210|E: 90,000 - 109,999|5000|Yates@company.com|Customer total|52772||01/01/98||I
26469|Bridget|Yates|M|1976||17 West Otero Court|55787|Montara|51919|CA|52567|52790|161-230-8757|E: 90,000 - 109,999|10000|Yates@company.com|Customer total|52772||01/01/98||I
47105|Bridget|Yates|M|1947||27 East Colorado Boulevard|55646|Neuss|51975|Nordrhein-Westfalen|52684|52776|135-548-9242|E: 90,000 - 109,999|3000|Yates@company.com|Customer total|52772||01/01/98||I
50660|Bridget|Yates|M|1947|married|27 South Routt Boulevard|57128|Barry|51166|Wales - South Glamorgan|52764|52789|387-648-1319|E: 90,000 - 109,999|5000|Yates@company.com|Customer total|52772||01/01/98||I
4216|Bridget|Yates|M|1944||37 North Fulton Street|68644|Schwaebisch Gmuend|52300|Baden-Wuerttemberg|52559|52776|308-726-7548|E: 90,000 - 109,999|10000|Yates@company.com|Customer total|52772||01/01/98||I
7772|Bridget|Yates|M|1961||47 East Tehama Road|82590|Warstein|52497|Nordrhein-Westfalen|52684|52776|212-662-1864|E: 90,000 - 109,999|3000|Yates@company.com|Customer total|52772||01/01/98||I
11327|Bridget|Yates|M|1967|married|57 Jasper Drive|46413|Belfast City|51175|Northern Ireland - County Antr|52686|52789|141-371-8083|E: 90,000 - 109,999|5000|Yates@company.com|Customer total|52772||01/01/98||I
14883|Bridget|Yates|M|1938||57 North Yavapai Drive|53363|Montreuil|51922|Ile-de-France|52623|52779|553-588-4829|E: 90,000 - 109,999|10000|Yates@company.com|Customer total|52772||01/01/98||I
18438|Bridget|Yates|M|1941||67 West Mason Avenue|43505|Valencia|52430|Valencia|52755|52778|441-230-7355|E: 90,000 - 109,999|3000|Yates@company.com|Customer total|52772||01/01/98||I
50113|Bridget|Yates|M|1940|married|7 South Bollinger Circle|68294|Alkmaar|51053|Noord-Holland|52683|52770|505-588-7654|E: 90,000 - 109,999|5000|Yates@company.com|Customer total|52772||01/01/98||I
21993|Bridget|Yates|M|1949|married|77 East Bollinger Avenue|87340|Oxford|52041|England - Oxfordshire|52592|52789|396-548-9745|E: 90,000 - 109,999|5000|Yates@company.com|Customer total|52772||01/01/98||I
25550|Bridget|Yates|M|1968||77 South Otero Avenue|56851|Beemster|51174|Noord-Holland|52683|52770|371-648-4767|E: 90,000 - 109,999|10000|Yates@company.com|Customer total|52772||01/01/98||I
29105|Bridget|Yates|M|1959||87 North Colorado Avenue|31583|Didcot|51386|England - Oxfordshire|52592|52789|219-726-2161|E: 90,000 - 109,999|3000|Yates@company.com|Customer total|52772||01/01/98||I
32660|Bridget|Yates|M|1970|married|97 East Routt Avenue|50385|Wakefield|52493|England - West Yorkshire|52594|52789|240-662-3963|E: 90,000 - 109,999|5000|Yates@company.com|Customer total|52772||01/01/98||I
36217|Brooke|Dunbar|M|1938|married|107 Gage Avenue|34216|Murnau|51934|Bayern|52561|52776|594-422-3658|E: 90,000 - 109,999|1500|Dunbar@company.com|Customer total|52772||01/01/98||A
39772|Brooke|Dunbar|M|1945||107 North Teller Avenue|61189|Evinston|51459|FL|52595|52790|408-685-5788|E: 90,000 - 109,999|7000|Dunbar@company.com|Customer total|52772||01/01/98||I
43328|Brooke|Dunbar|M|1973||117 West Jefferson Avenue|48346|Noma|51985|FL|52595|52790|214-169-2517|E: 90,000 - 109,999|9000|Dunbar@company.com|Customer total|52772||01/01/98||I
26480|Brooke|Dunbar|M|1954|married|17 West Otoe Court|55787|Montara|51919|CA|52567|52790|448-169-5426|E: 90,000 - 109,999|1500|Dunbar@company.com|Customer total|52772||01/01/98||I
47106|Brooke|Dunbar|M|1933||27 East Columbia Boulevard|54845|Haswell|51651|CO|52569|52790|235-567-4383|E: 90,000 - 109,999|7000|Dunbar@company.com|Customer total|52772||01/01/98||I
7783|Byron|Sandoval|M|1983|single|47 East Toa Alta Road|52383|Lublin|51809|Lublin|52648|52786|494-379-7482|G: 130,000 - 149,999|9000|Sandoval@company.com|Customer total|52772||01/01/98||I
11338|Byron|Sandoval|M|1952|married|57 Kanabec Drive|92117|Oranjewoud|52037|Friesland|52600|52770|326-236-8065|G: 130,000 - 149,999|1500|Sandoval@company.com|Customer total|52772||01/01/98||I
14894|Byron|Sandoval|M|1955||57 South 3rd Drive|79119|Kerkrade|51726|Limburg|52646|52770|337-194-8328|G: 130,000 - 149,999|7000|Sandoval@company.com|Customer total|52772||01/01/98||I
18449|Byron|Sandoval|M|1950|single|67 West Mcintosh Avenue|89484|Bristol|51219|England - Avon|52588|52789|353-613-8102|G: 130,000 - 149,999|9000|Sandoval@company.com|Customer total|52772||01/01/98||I
1114|Byron|Sandoval|M|1951|married|7 South Bradford Circle|51641|Dublin City|51398|Dublin|52580|52772|249-194-4916|G: 130,000 - 149,999|1500|Sandoval@company.com|Customer total|52772||01/01/98||A
22004|Byron|Sandoval|M|1947|married|77 East Bradford Avenue|34077|Schimmert|52297|Limburg|52646|52770|698-269-8998|G: 130,000 - 149,999|3000|Sandoval@company.com|Customer total|52772||01/01/98||I
25561|Byron|Sandoval|M|1952||77 South Packard Avenue|53574|Almere|51057|Flevopolder|52599|52770|236-133-9780|G: 130,000 - 149,999|7000|Sandoval@company.com|Customer total|52772||01/01/98||I
29116|Byron|Sandoval|M|1948|single|87 North Coshocton Avenue|63488|Sydney|52334|New South Wales|52680|52774|280-207-2613|G: 130,000 - 149,999|11000|Sandoval@company.com|Customer total|52772||01/01/98||I
32671|Byron|Sandoval|M|1982|married|97 East Sagadahoc Avenue|66121|Zaanstad|52528|Noord-Holland|52683|52770|342-379-4065|G: 130,000 - 149,999|1500|Sandoval@company.com|Customer total|52772||01/01/98||I
38005|Byron|Weatherford|M|1951|married|107 West Bradford Avenue|85268|Wellington|52503|Wellington|52766|52785|214-133-2003|G: 130,000 - 149,999|1500|Weatherford@company.com|Customer total|52772||01/01/98||I
41560|Byron|Weatherford|M|1958||117 Packard Avenue|53123|Alphen aan den Rijn|51059|Zuid-Holland|52771|52770|603-207-4148|G: 130,000 - 149,999|7000|Weatherford@company.com|Customer total|52772||01/01/98||I
45115|Byron|Weatherford|M|1985|single|117 South Coshocton Avenue|49682|Waddinxveen|52490|Zuid-Holland|52771|52770|144-379-1362|G: 130,000 - 149,999|9000|Weatherford@company.com|Customer total|52772||01/01/98||I
8792|Byron|Weatherford|M|1984|single|17 Toa Alta Court|65771|Wigan|52511|England - Greater Manchester|52590|52789|235-207-5669|G: 130,000 - 149,999|9000|Weatherford@company.com|Customer total|52772||01/01/98||I
44347|Byron|Weatherford|M|1944|married|17 South Kanabec Court|88997|Gdansk|51576|Gdansk|52609|52786|462-379-7037|G: 130,000 - 149,999|3000|Weatherford@company.com|Customer total|52772||01/01/98||I
48894|Byron|Weatherford|M|1949||27 North 3rd Boulevard|30828|Downham Market|51396|England - Norfolk|52591|52789|619-236-5961|G: 130,000 - 149,999|9000|Weatherford@company.com|Customer total|52772||01/01/98||I
2450|Byron|Weatherford|M|1975|single|37 East Mcintosh Street|91213|Secunderabad|52303|Andhra Pradesh|52547|52771|532-194-5099|G: 130,000 - 149,999|9000|Weatherford@company.com|Customer total|52772||01/01/98||I
6005|Byron|Weatherford|M|1973|married|47 Bradford Road|51527|Altrincham|51061|England - Greater Manchester|52590|52789|440-613-2459|G: 130,000 - 149,999|1500|Weatherford@company.com|Customer total|52772||01/01/98||I
9560|Byron|Weatherford|M|1943||47 North Packard Road|77287|Kuala Lumpur|51739|Kuala Lumpur|52639|52769|362-269-9460|G: 130,000 - 149,999|9000|Weatherford@company.com|Customer total|52772||01/01/98||I
13116|Byron|Weatherford|M|1947|single|57 West Coshocton Drive|78247|Velp|52438|Gelderland|52610|52770|393-133-5242|G: 130,000 - 149,999|11000|Weatherford@company.com|Customer total|52772||01/01/98||I
16672|Byron|Weatherford|M|1965|married|67 Sagadahoc Avenue|90285|Hyderabad|51673|Andhra Pradesh|52547|52771|521-207-5578|G: 130,000 - 149,999|1500|Weatherford@company.com|Customer total|52772||01/01/98||I
20227|Byron|Weatherford|M|1950||67 South Geneva Avenue|73071|Alleppey|51054|Kerala|52636|52771|422-379-8928|G: 130,000 - 149,999|7000|Weatherford@company.com|Customer total|52772||01/01/98||I
23783|Byron|Weatherford|M|1971|single|77 West Toa Alta Avenue|68054|Krakow|51737|Krakow|52638|52786|559-236-5003|G: 130,000 - 149,999|9000|Weatherford@company.com|Customer total|52772||01/01/98||I
27338|Byron|Weatherford|M|1953|married|87 East Kanabec Avenue|38878|Hilversum|51662|Noord-Holland|52683|52770|640-194-9862|G: 130,000 - 149,999|1500|Weatherford@company.com|Customer total|52772||01/01/98||I
30893|Byron|Weatherford|M|1974||97 3rd Avenue|61905|Veldhoven|52437|Noord-Brabant|52682|52770|594-613-2890|G: 130,000 - 149,999|7000|Weatherford@company.com|Customer total|52772||01/01/98||I
34450|Byron|Weatherford|M|1967|single|97 North Mcintosh Avenue|79570|Dun Laoghaire|51401|Dublin|52580|52772|408-269-3573|G: 130,000 - 149,999|9000|Weatherford@company.com|Customer total|52772||01/01/98||I
38006|Caaleb|Alexander|M|1960|single|107 West Braxton Avenue|63627|Keighley|51722|England - West Yorkshire|52594|52789|627-226-6828|K: 250,000 - 299,999|11000|Alexander@company.com|Customer total|52772||01/01/98||I
41561|Caaleb|Alexander|M|1986||117 Page Avenue|31583|Didcot|51386|England - Oxfordshire|52592|52789|186-692-7172|K: 250,000 - 299,999|7000|Alexander@company.com|Customer total|52772||01/01/98||I
45116|Caaleb|Alexander|M|1961|single|117 South Covington Avenue|50385|Wakefield|52493|England - West Yorkshire|52594|52789|268-248-5029|K: 250,000 - 299,999|15000|Alexander@company.com|Customer total|52772||01/01/98||I
8803|Caaleb|Alexander|M|1962|single|17 Todd Court|74793|Lunel|51812|Languedoc-Roussillon|52645|52779|432-692-3566|K: 250,000 - 299,999|15000|Alexander@company.com|Customer total|52772||01/01/98||I
44358|Caaleb|Alexander|M|1959|single|17 South Kaufman Court|91556|Leeds|51790|England - West Yorkshire|52594|52789|198-248-2316|K: 250,000 - 299,999|11000|Alexander@company.com|Customer total|52772||01/01/98||I
48895|Caaleb|Alexander|M|1955|married|27 North 5th Boulevard|58488|Dolores|51391|CO|52569|52790|614-711-9912|K: 250,000 - 299,999|7000|Alexander@company.com|Customer total|52772||01/01/98||I
2451|Caaleb|Alexander|M|1974|single|37 East Mckenzie Street|84773|Stuttgart|52331|Baden-Wuerttemberg|52559|52776|557-716-2419|K: 250,000 - 299,999|15000|Alexander@company.com|Customer total|52772||01/01/98||A
6006|Caaleb|Alexander|M|1965|married|47 Braxton Road|55787|Montara|51919|CA|52567|52790|114-349-9747|K: 250,000 - 299,999|11000|Alexander@company.com|Customer total|52772||01/01/98||A
9561|Caaleb|Alexander|M|1976|married|47 North Page Road|55646|Neuss|51975|Nordrhein-Westfalen|52684|52776|550-204-1170|K: 250,000 - 299,999|7000|Alexander@company.com|Customer total|52772||01/01/98||I
13117|Caaleb|Alexander|M|1970|single|57 West Covington Drive|91906|Clermont-l'Herault|51329|Languedoc-Roussillon|52645|52779|118-226-6692|K: 250,000 - 299,999|15000|Alexander@company.com|Customer total|52772||01/01/98||I
16673|Caaleb|Alexander|M|1987||67 Saguache Avenue|68644|Schwaebisch Gmuend|52300|Baden-Wuerttemberg|52559|52776|515-692-3576|K: 250,000 - 299,999|11000|Alexander@company.com|Customer total|52772||01/01/98||I
